date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,fips,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade,population,positive_test_rate,pct_of_population_tested,pct_of_population_positive,simple_death_rate,inferred_positive,hidden_positive,pct_of_population_inferred_positive,pct_of_population_hidden_positive,positive_test_rate_today,positiveIncrease_last_7,totalTestResultsIncrease_last_7,positive_test_rate_7_day_avg,pct_of_population_hospitalized
2020-04-30,AK,355.0,18764.0,,19.0,,,,,,252.0,C,4/30/2020 15:00,2020-04-30T15:00:00Z,04/30 11:00,9.0,,2020-04-30 15:00:00+00:00,19119.0,,,,,,02,0,0,19119,19119,0,19119,0,0,d00d9d40d27175c54b8b66569c33cea3caedffdd,0,0,0,0,0,,731545,0.018567916732046656,0.026135097635825548,0.00048527431668591816,0.02535211267605634,900.0,545.0,0.0012302729155417643,0.0007449985988558462,,18.0,6958.0,0.0025869502730669733,2.5972428216992804e-05
2020-05-01,AK,364.0,19961.0,,25.0,,,,,,254.0,C,5/1/2020 14:00,2020-05-01T14:00:00Z,05/01 10:00,9.0,,2020-05-01 14:00:00+00:00,20325.0,,,,,,02,9,1197,20325,20325,1206,20325,0,0,1a4b258e51763c22751b2792aa54c06d54fd9120,0,0,0,0,0,,731545,0.0179089790897909,0.02778366334265151,0.0004975770458413359,0.024725274725274724,900.0,536.0,0.0012302729155417643,0.0007326958697004285,0.007462686567164179,25.0,8044.0,0.0031079065141720536,3.41742476539379e-05
2020-05-02,AK,365.0,21034.0,,10.0,,,,,,261.0,C,5/2/2020 00:00,2020-05-02T00:00:00Z,05/01 20:00,9.0,,2020-05-02 00:00:00+00:00,21399.0,,,,,,02,1,1073,21399,21399,1074,21399,0,0,71564ff3c913a6ac69a109cec2475099edb34104,0,0,0,0,0,,731545,0.01705687181644002,0.029251789021864684,0.0004989440157474933,0.024657534246575342,900.0,535.0,0.0012302729155417643,0.000731328899794271,0.000931098696461825,26.0,5667.0,0.004587965413799188,1.366969906157516e-05
2020-05-03,AK,368.0,21210.0,,12.0,,,,,,262.0,C,5/3/2020 14:15,2020-05-03T14:15:00Z,05/03 10:15,9.0,,2020-05-03 14:15:00+00:00,21578.0,,,,,,02,3,176,21578,21578,179,21578,0,0,fef9a848380a223fcb022169b29a9bee3310629e,0,0,0,0,0,,731545,0.017054407266660486,0.029496476635066878,0.0005030449254659658,0.024456521739130436,900.0,532.0,0.0012302729155417643,0.0007272279900757985,0.01675977653631285,27.0,5401.0,0.004999074245510091,1.640363887389019e-05
2020-05-04,AK,370.0,21353.0,,12.0,,,,,,263.0,C,5/4/2020 00:00,2020-05-04T00:00:00Z,05/03 20:00,9.0,,2020-05-04 00:00:00+00:00,21723.0,,,,,,02,2,143,21723,21723,145,21723,0,0,0199c4862274324b1b7d911df13bdb5a27c00fd1,0,0,0,0,0,,731545,0.017032638217557426,0.02969468727145972,0.0005057788652782809,0.024324324324324326,900.0,530.0,0.0012302729155417643,0.0007244940502634835,0.013793103448275862,25.0,5467.0,0.004572891896835559,1.640363887389019e-05
2020-05-05,AK,371.0,22321.0,,13.0,,,,,,277.0,C,5/5/2020 00:00,2020-05-05T00:00:00Z,05/04 20:00,9.0,,2020-05-05 00:00:00+00:00,22692.0,,,,,,02,1,968,22692,22692,969,22692,0,0,4fe27ad6b5c15c56c6dc14b905e99883890b6565,0,0,0,0,0,,731545,0.0163493742288031,0.03101928111052635,0.0005071458351844384,0.02425876010781671,900.0,529.0,0.0012302729155417643,0.0007231270803573259,0.0010319917440660474,20.0,5603.0,0.003569516330537212,1.7770608780047706e-05
2020-05-06,AK,372.0,23283.0,,8.0,,,,,,284.0,C,5/6/2020 00:00,2020-05-06T00:00:00Z,05/05 20:00,10.0,,2020-05-06 00:00:00+00:00,23655.0,,,,,,02,1,962,23655,23655,963,23655,1,0,395cba71080014b0745c83cbf75562ff4ff1db02,0,0,0,0,0,,731545,0.01572606214331008,0.03233567313015604,0.0005085128050905959,0.026881720430107527,1000.0,628.0,0.001366969906157516,0.00085845710106692,0.0010384215991692627,17.0,4536.0,0.003747795414462081,1.0935759249260128e-05
2020-05-07,AK,374.0,23967.0,,12.0,,,,,,291.0,C,5/7/2020 00:00,2020-05-07T00:00:00Z,05/06 20:00,10.0,,2020-05-07 00:00:00+00:00,24341.0,,,,,,02,2,684,24341,24341,686,24341,0,0,9bed243e2e75540d36e0fe2821623404792501dc,0,0,0,0,0,,731545,0.01536502197937636,0.0332734144857801,0.000511246744902911,0.026737967914438502,1000.0,626.0,0.001366969906157516,0.000855723161254605,0.0029154518950437317,19.0,5222.0,0.0036384527001148987,1.640363887389019e-05
2020-05-08,AK,377.0,25096.0,,16.0,,,,,,305.0,C,5/8/2020 00:00,2020-05-08T00:00:00Z,05/07 20:00,10.0,,2020-05-08 00:00:00+00:00,25473.0,,,,,,02,3,1129,25473,25473,1132,25473,0,0,c35ec160646d418b141f5bdd7a4d1a24070a1d49,0,0,0,0,0,,731545,0.01479998429709889,0.0348208244195504,0.0005153476546213836,0.026525198938992044,1000.0,623.0,0.001366969906157516,0.0008516222515361324,0.00265017667844523,13.0,5148.0,0.0025252525252525255,2.1871518498520257e-05
2020-05-09,AK,378.0,26071.0,,8.0,,,,,,318.0,C,5/9/2020 00:00,2020-05-09T00:00:00Z,05/08 20:00,10.0,,2020-05-09 00:00:00+00:00,26449.0,,,,,,02,1,975,26449,26449,976,26449,0,0,ae402b9fd32d2780bfd21d195104ddaf47a5ae19,0,0,0,0,0,,731545,0.0142916556391546,0.03615498704796014,0.000516714624527541,0.026455026455026454,1000.0,622.0,0.001366969906157516,0.0008502552816299749,0.0010245901639344263,13.0,5050.0,0.0025742574257425744,1.0935759249260128e-05
2020-05-10,AK,379.0,26985.0,,8.0,,,,,,324.0,C,5/10/2020 14:00,2020-05-10T14:00:00Z,05/10 10:00,10.0,,2020-05-10 14:00:00+00:00,27364.0,,,,,,02,1,914,27364,27364,915,27364,0,0,7524c68b776035208cff15781a2d3c5064930414,0,0,0,0,0,,731545,0.013850314281537787,0.037405764512094264,0.0005180815944336985,0.026385224274406333,1000.0,621.0,0.001366969906157516,0.0008488883117238174,0.001092896174863388,11.0,5786.0,0.0019011406844106464,1.0935759249260128e-05
2020-05-11,AK,381.0,28299.0,,7.0,,,,,,328.0,C,5/11/2020 00:00,2020-05-11T00:00:00Z,05/10 20:00,10.0,,2020-05-11 00:00:00+00:00,28680.0,,,,,,02,2,1314,28680,28680,1316,28680,0,0,c389ec9000997fc0dd72647b7dfde39b51fb43b7,0,0,0,0,0,,731545,0.013284518828451882,0.039204696908597556,0.0005208155342460135,0.026246719160104987,1000.0,619.0,0.001366969906157516,0.0008461543719115024,0.001519756838905775,11.0,6957.0,0.0015811412965358632,9.568789343102612e-06
2020-05-12,AK,383.0,29578.0,,10.0,,,,,,334.0,B,5/12/2020 00:00,2020-05-12T00:00:00Z,05/11 20:00,10.0,,2020-05-12 00:00:00+00:00,29961.0,,,,10.0,,02,2,1279,29961,29961,1281,29961,0,0,77d2ccd92103e5d985c63bf7d71454930ec0cc9a,0,0,0,0,0,,731545,0.012783284937084877,0.04095578535838534,0.0005235494740583286,0.02610966057441253,1000.0,617.0,0.001366969906157516,0.0008434204320991874,0.00156128024980484,12.0,7269.0,0.0016508460586050352,1.366969906157516e-05
2020-05-13,AK,383.0,30266.0,,12.0,,,,,,338.0,B,5/13/2020 00:00,2020-05-13T00:00:00Z,05/12 20:00,10.0,,2020-05-13 00:00:00+00:00,30649.0,,,,10.0,,02,0,688,30649,30649,688,30649,0,0,37fb8e620367e865dedbcae291b3fc197c03b4f7,0,0,0,0,0,,731545,0.012496329407158472,0.0418962606538217,0.0005235494740583286,0.02610966057441253,1000.0,617.0,0.001366969906157516,0.0008434204320991874,0.0,11.0,6994.0,0.0015727766657134686,1.640363887389019e-05
2020-05-14,AK,387.0,31375.0,,12.0,,,,,,339.0,B,5/14/2020 00:00,2020-05-14T00:00:00Z,05/13 20:00,10.0,,2020-05-14 00:00:00+00:00,31762.0,,,,10.0,,02,4,1109,31762,31762,1113,31762,0,0,2ead309f5d2218140ee9e897edcd8afb55a09d8e,0,0,0,0,0,,731545,0.012184371261255588,0.043417698159375025,0.0005290173536829587,0.025839793281653745,1000.0,613.0,0.001366969906157516,0.0008379525524745573,0.0035938903863432167,13.0,7421.0,0.0017517854736558416,1.640363887389019e-05
2020-05-15,AK,388.0,32030.0,,8.0,,,,,,343.0,B,5/14/2020 00:00,2020-05-14T00:00:00Z,05/13 20:00,10.0,,2020-05-14 00:00:00+00:00,32418.0,,,,10.0,,02,1,655,32418,32418,656,32418,0,0,302cca1ee0d5b97a14615d4c9e452382c3b75eac,0,0,0,0,0,,731545,0.011968659386760441,0.044314430417814354,0.0005303843235891162,0.02577319587628866,1000.0,612.0,0.001366969906157516,0.0008365855825683997,0.001524390243902439,11.0,6945.0,0.0015838732901367891,1.0935759249260128e-05
2020-05-16,AK,392.0,32889.0,,10.0,,,,,,344.0,B,5/16/2020 00:00,2020-05-16T00:00:00Z,05/15 20:00,10.0,,2020-05-16 00:00:00+00:00,33281.0,,,,10.0,,02,4,859,33281,33281,863,33281,0,0,5ffc8be86b03c1db997b9fd962599f652251694b,0,0,0,0,0,,731545,0.011778492232805504,0.045494125446828286,0.0005358522032137463,0.025510204081632654,1000.0,608.0,0.001366969906157516,0.0008311177029437697,0.004634994206257242,14.0,6832.0,0.0020491803278688526,1.366969906157516e-05
2020-05-17,AK,396.0,34255.0,,13.0,,,,,,344.0,B,5/17/2020 00:00,2020-05-17T00:00:00Z,05/16 20:00,10.0,,2020-05-17 00:00:00+00:00,34651.0,,,,10.0,,02,4,1366,34651,34651,1370,34651,0,0,70a6962f5271913e8dd4cd8239217e530c82e02a,0,0,0,0,0,,731545,0.011428241609188768,0.047366874218264084,0.0005413200828383763,0.025252525252525252,1000.0,604.0,0.001366969906157516,0.0008256498233191397,0.00291970802919708,17.0,7287.0,0.00233292164127899,1.7770608780047706e-05
2020-05-18,AK,399.0,35212.0,,9.0,,,,,,345.0,B,5/18/2020 00:00,2020-05-18T00:00:00Z,05/17 20:00,10.0,,2020-05-18 00:00:00+00:00,35611.0,,,,10.0,,02,3,957,35611,35611,960,35611,0,0,91e3e64aa13ba139bda6724af0e50956d62b0024,0,0,0,0,0,,731545,0.011204403133863132,0.0486791653281753,0.0005454209925568489,0.02506265664160401,1000.0,601.0,0.001366969906157516,0.0008215489136006671,0.003125,18.0,6931.0,0.0025970278459096813,1.2302729155417643e-05
2020-05-19,AK,399.0,35981.0,,16.0,,,,,,348.0,B,5/19/2020 00:00,2020-05-19T00:00:00Z,05/18 20:00,10.0,,2020-05-19 00:00:00+00:00,36380.0,,,,10.0,,02,0,769,36380,36380,769,36380,0,0,954582d674155a67b5036455a9f5b8802be909c8,0,0,0,0,0,,731545,0.01096756459593183,0.04973036518601043,0.0005454209925568489,0.02506265664160401,1000.0,601.0,0.001366969906157516,0.0008215489136006671,0.0,16.0,6419.0,0.0024926000934725034,2.1871518498520257e-05
2020-05-20,AK,402.0,36643.0,,16.0,,,,,,352.0,C,5/20/2020 00:00,2020-05-20T00:00:00Z,05/19 20:00,10.0,,2020-05-20 00:00:00+00:00,37045.0,,,,10.0,,02,3,662,37045,37045,665,37045,0,0,e2abbb6f789a2c7c49c1539fe6ffe0b227bb310f,0,0,0,0,0,,731545,0.010851666891618303,0.05063940017360518,0.0005495219022753214,0.024875621890547265,1000.0,598.0,0.001366969906157516,0.0008174480038821945,0.004511278195488722,19.0,6396.0,0.0029706066291432147,2.1871518498520257e-05
2020-05-21,AK,402.0,39143.0,,19.0,,,,,,356.0,C,5/21/2020 00:00,2020-05-21T00:00:00Z,05/20 20:00,10.0,,2020-05-21 00:00:00+00:00,39545.0,,,,10.0,,02,0,2500,39545,39545,2500,39545,0,0,8cd03287d7f2d02c64999406cb1ad4d663e3d263,0,0,0,0,0,,731545,0.010165634087748135,0.054056824938998965,0.0005495219022753214,0.024875621890547265,1000.0,598.0,0.001366969906157516,0.0008174480038821945,0.0,15.0,7783.0,0.0019272773994603624,2.5972428216992804e-05
2020-05-22,AK,404.0,41042.0,,15.0,,,,,,356.0,C,5/22/2020 00:00,2020-05-22T00:00:00Z,05/21 20:00,10.0,,2020-05-22 00:00:00+00:00,41446.0,,,,10.0,,02,2,1899,41446,41446,1901,41446,0,0,bd6ecd902804434cab91d2f9dbcaf13c9382d80c,0,0,0,0,0,,731545,0.009747623413598418,0.05665543473060441,0.0005522558420876365,0.024752475247524754,1000.0,596.0,0.001366969906157516,0.0008147140640698795,0.0010520778537611783,16.0,9028.0,0.0017722640673460345,2.050454859236274e-05
2020-05-23,AK,408.0,41943.0,,10.0,,,,,,358.0,C,5/23/2020 15:00,2020-05-23T15:00:00Z,05/23 11:00,10.0,,2020-05-23 15:00:00+00:00,42351.0,,,,10.0,,02,4,901,42351,42351,905,42351,0,0,c7bb4602fe0997be1a6b7b6c6bcf83debaa092fc,0,0,0,0,0,,731545,0.009633774881348728,0.057892542495676956,0.0005577237217122665,0.024509803921568627,1000.0,592.0,0.001366969906157516,0.0008092461844452494,0.004419889502762431,16.0,9070.0,0.0017640573318632856,1.366969906157516e-05
2020-05-24,AK,408.0,43099.0,,10.0,,,,,,358.0,C,5/24/2020 00:00,2020-05-24T00:00:00Z,05/23 20:00,10.0,,2020-05-24 00:00:00+00:00,43507.0,,,,10.0,,02,0,1156,43507,43507,1156,43507,0,0,eb7bb00fa4f634e55969a68da0f64cf43bb5327b,0,0,0,0,0,,731545,0.00937780127335831,0.059472759707195046,0.0005577237217122665,0.024509803921568627,1000.0,592.0,0.001366969906157516,0.0008092461844452494,0.0,12.0,8856.0,0.0013550135501355014,1.366969906157516e-05
2020-05-25,AK,409.0,44063.0,,10.0,,,,,,361.0,C,5/25/2020 00:00,2020-05-25T00:00:00Z,05/24 20:00,10.0,,2020-05-25 00:00:00+00:00,44472.0,,,,10.0,,02,1,964,44472,44472,965,44472,0,0,62c4f78a78c96de5fba5009e5eb7829b88f0e082,0,0,0,0,0,,731545,0.009196797985249146,0.06079188566663705,0.000559090691618424,0.02444987775061125,1000.0,591.0,0.001366969906157516,0.000807879214539092,0.0010362694300518134,10.0,8861.0,0.0011285407967498026,1.366969906157516e-05
2020-05-26,AK,411.0,44553.0,,12.0,,,,,,362.0,C,5/26/2020 00:00,2020-05-26T00:00:00Z,05/25 20:00,10.0,,2020-05-26 00:00:00+00:00,44964.0,,,,10.0,,02,2,490,44964,44964,492,44964,0,0,ab75387109f53f77b7bdba97e3e26e1b91bf30e1,0,0,0,0,0,,731545,0.009140645850013344,0.061464434860466544,0.000561824631430739,0.024330900243309004,1000.0,589.0,0.001366969906157516,0.0008051452747267769,0.0040650406504065045,12.0,8584.0,0.0013979496738117428,1.640363887389019e-05
2020-05-27,AK,412.0,45951.0,,14.0,,,,,,364.0,C,5/27/2020 00:00,2020-05-27T00:00:00Z,05/26 20:00,10.0,,2020-05-27 00:00:00+00:00,46363.0,,,,10.0,,02,1,1398,46363,46363,1399,46363,0,0,60299978a853ad778c9d53ce25cc7c1a1987a3de,0,0,0,0,0,,731545,0.008886396479951686,0.06337682575918091,0.0005631916013368966,0.024271844660194174,1000.0,588.0,0.001366969906157516,0.0008037783048206194,0.0007147962830593281,10.0,9318.0,0.0010731916720326251,1.9137578686205224e-05
2020-05-28,AK,425.0,47545.0,,10.0,,,,,,366.0,B,5/28/2020 00:00,2020-05-28T00:00:00Z,05/27 20:00,10.0,,2020-05-28 00:00:00+00:00,47970.0,,,,10.0,,02,13,1594,47970,47970,1607,47970,0,0,1dc0ba4cdaf4525a9fd55d9eb10bd80802a393d9,0,0,0,0,0,,731545,0.008859703981655202,0.06557354639837604,0.0005809622101169443,0.023529411764705882,1000.0,575.0,0.001366969906157516,0.0007860076960405717,0.008089607965152458,23.0,8425.0,0.0027299703264094958,1.366969906157516e-05
2020-05-29,AK,430.0,49009.0,,14.0,,,,1.0,,367.0,A,5/29/2020 00:00,2020-05-29T00:00:00Z,05/28 20:00,10.0,,2020-05-29 00:00:00+00:00,49439.0,,,,10.0,,02,5,1464,49439,49439,1469,49439,0,0,500ee9bb692c0581e5915dd4a1d1d5c329f6f953,0,0,0,0,0,,731545,0.008697586925301887,0.06758162519052142,0.0005877970596477319,0.023255813953488372,1000.0,570.0,0.001366969906157516,0.0007791728465097841,0.0034036759700476512,26.0,7993.0,0.0032528462404604027,1.9137578686205224e-05
2020-05-30,AK,434.0,51261.0,,14.0,,,,2.0,,368.0,A,5/30/2020 00:00,2020-05-30T00:00:00Z,05/29 20:00,10.0,,2020-05-30 00:00:00+00:00,51695.0,,,,10.0,,02,4,2252,51695,51695,2256,51695,0,0,eadc7019c4a7d729295d653edecd679e24ffaa57,0,0,0,0,0,,731545,0.00839539607312119,0.07066550929881278,0.000593264939272362,0.02304147465437788,1000.0,566.0,0.001366969906157516,0.000773704966885154,0.0017730496453900709,26.0,9344.0,0.0027825342465753423,1.9137578686205224e-05
2020-05-31,AK,434.0,51261.0,,14.0,,,,2.0,,368.0,A,5/30/2020 00:00,2020-05-30T00:00:00Z,05/29 20:00,10.0,,2020-05-30 00:00:00+00:00,51695.0,,,,10.0,,02,0,0,51695,51695,0,51695,0,0,f7739a48c4fa98eebb68e9f232000149d7274195,0,0,0,0,0,,731545,0.00839539607312119,0.07066550929881278,0.000593264939272362,0.02304147465437788,1000.0,566.0,0.001366969906157516,0.000773704966885154,,26.0,8188.0,0.0031753786028334147,1.9137578686205224e-05
2020-06-01,AK,467.0,53723.0,,10.0,,,,1.0,,368.0,A,6/1/2020 00:00,2020-06-01T00:00:00Z,05/31 20:00,10.0,,2020-06-01 00:00:00+00:00,54190.0,,,,10.0,,02,33,2462,54190,54190,2495,54190,0,0,0c949a783b0776a401875bc14683679fc7c14167,0,0,0,0,0,,731545,0.008617826167189518,0.07407609921467578,0.0006383749461755599,0.021413276231263382,1000.0,533.0,0.001366969906157516,0.000728594959981956,0.013226452905811623,58.0,9718.0,0.005968306235850998,1.366969906157516e-05
2020-06-02,AK,487.0,55716.0,,10.0,,,,0.0,,371.0,A,6/2/2020 00:00,2020-06-02T00:00:00Z,06/01 20:00,10.0,,2020-06-02 00:00:00+00:00,56203.0,,,,10.0,,02,20,1993,56203,56203,2013,56203,0,0,ef0c0027d88665177b6d108433a60477d65d2fdc,0,0,0,0,0,,731545,0.008665017881607744,0.07682780963577086,0.0006657143442987103,0.02053388090349076,1000.0,513.0,0.001366969906157516,0.0007012555618588057,0.009935419771485345,76.0,11239.0,0.00676216745262034,1.366969906157516e-05
2020-06-03,AK,505.0,57677.0,,11.0,,,,0.0,,373.0,A,6/3/2020 00:00,2020-06-03T00:00:00Z,06/02 20:00,10.0,,2020-06-03 00:00:00+00:00,58182.0,,,,10.0,,02,18,1961,58182,58182,1979,58182,0,0,7be08e66aad259214b47e263d9bb7f9061dde672,0,0,0,0,0,,731545,0.008679660376061325,0.0795330430800566,0.0006903198026095456,0.019801980198019802,1000.0,495.0,0.001366969906157516,0.0006766501035479704,0.009095502779181405,93.0,11819.0,0.007868686014045181,1.5036668967732676e-05
2020-06-04,AK,513.0,59584.0,,13.0,,,,1.0,,376.0,A,6/4/2020 00:00,2020-06-04T00:00:00Z,06/03 20:00,10.0,,2020-06-04 00:00:00+00:00,60097.0,,,,10.0,,02,8,1907,60097,60097,1915,60097,0,0,5ae121c42efc7a33057073e906970a3758ff73c6,0,0,0,0,0,,731545,0.00853619981030667,0.08215079045034823,0.0007012555618588057,0.01949317738791423,1000.0,487.0,0.001366969906157516,0.0006657143442987103,0.004177545691906005,88.0,12127.0,0.0072565350045353345,1.7770608780047706e-05
2020-06-05,AK,524.0,60466.0,,8.0,,,,1.0,,380.0,A,6/5/2020 00:00,2020-06-05T00:00:00Z,06/04 20:00,10.0,,2020-06-05 00:00:00+00:00,60990.0,,,,10.0,,02,11,882,60990,60990,893,60990,0,0,498029f352ee626fc7a6919537fc74a6b4fceb69,0,0,0,0,0,,731545,0.008591572388916216,0.0833714945765469,0.0007162922308265383,0.019083969465648856,1000.0,476.0,0.001366969906157516,0.0006506776753309776,0.012318029115341545,94.0,11551.0,0.008137823565059302,1.0935759249260128e-05
2020-06-06,AK,536.0,63365.0,,7.0,48.0,,,1.0,,382.0,A,6/6/2020 00:00,2020-06-06T00:00:00Z,06/05 20:00,10.0,48.0,2020-06-06 00:00:00+00:00,63901.0,,,,10.0,,02,12,2899,63901,63901,2911,63901,0,48,d60586feedc4430550f904a6ac7109557ef6a33a,0,0,0,0,0,,731545,0.0083879751490587,0.08735074397337142,0.0007326958697004285,0.018656716417910446,1000.0,464.0,0.001366969906157516,0.0006342740364570874,0.004122294744074201,102.0,12206.0,0.008356545961002786,9.568789343102612e-06
2020-06-07,AK,544.0,64360.0,,7.0,,,,1.0,,382.0,B,6/7/2020 00:00,2020-06-07T00:00:00Z,06/06 20:00,10.0,,2020-06-07 00:00:00+00:00,64904.0,,,,10.0,,02,8,995,64904,64904,1003,64904,0,-48,26b38771c8ce62f82d6e17b32fd856ee8b378d7f,0,0,0,0,0,,731545,0.008381609762110194,0.08872181478924741,0.0007436316289496887,0.01838235294117647,1000.0,456.0,0.001366969906157516,0.0006233382772078273,0.007976071784646061,110.0,13209.0,0.008327655386478916,9.568789343102612e-06
2020-06-08,AK,563.0,65349.0,,7.0,,,,0.0,,384.0,B,6/8/2020 00:00,2020-06-08T00:00:00Z,06/07 20:00,10.0,,2020-06-08 00:00:00+00:00,65912.0,,,,10.0,,02,19,989,65912,65912,1008,65912,0,0,e7c8cb6cd6713a7cc9390432dbabcc667fdebc7a,0,0,0,0,0,,731545,0.008541691952906907,0.0900997204546542,0.0007696040571666814,0.017761989342806393,1000.0,437.0,0.001366969906157516,0.0005973658489908344,0.018849206349206348,96.0,11722.0,0.008189728715236308,9.568789343102612e-06
2020-06-09,AK,573.0,66317.0,,12.0,,,,1.0,,389.0,A,6/9/2020 00:00,2020-06-09T00:00:00Z,06/08 20:00,11.0,,2020-06-09 00:00:00+00:00,66890.0,,,,11.0,,02,10,968,66890,66890,978,66890,1,0,446714d96e8a51526ff866b0ff21453a4f8d8829,0,0,0,0,0,,731545,0.00856630288533413,0.09143661702287624,0.0007832737562282567,0.019197207678883072,1100.0,527.0,0.0015036668967732675,0.0007203931405450109,0.010224948875255624,86.0,10687.0,0.00804716010105736,1.640363887389019e-05
2020-06-10,AK,593.0,67127.0,,22.0,,,,3.0,,392.0,A,6/10/2020 00:00,2020-06-10T00:00:00Z,06/09 20:00,11.0,,2020-06-10 00:00:00+00:00,67720.0,,,,11.0,,02,20,810,67720,67720,830,67720,0,0,ce1a4391250d0561f954381abfee95e3a50d1bfe,0,0,0,0,0,,731545,0.008756645008860012,0.09257120204498698,0.0008106131543514069,0.01854974704890388,1100.0,507.0,0.0015036668967732675,0.0006930537424218605,0.024096385542168676,88.0,9538.0,0.009226252883204026,3.0073337935465352e-05
2020-06-11,AK,611.0,68400.0,,18.0,,,,4.0,,397.0,A,6/11/2020 00:00,2020-06-11T00:00:00Z,06/10 20:00,11.0,,2020-06-11 00:00:00+00:00,69011.0,,,,11.0,,02,18,1273,69011,69011,1291,69011,0,0,6c63035fbf512ff0724058efb3a085008b19cb9b,0,0,0,0,0,,731545,0.008853661010563533,0.09433596019383633,0.0008352186126622422,0.01800327332242226,1100.0,489.0,0.0015036668967732675,0.0006684482841110253,0.013942680092951201,98.0,8914.0,0.01099394211352928,2.4605458310835286e-05
2020-06-12,AK,625.0,70255.0,,15.0,,,,3.0,,403.0,A,6/12/2020 00:00,2020-06-12T00:00:00Z,06/11 20:00,12.0,,2020-06-12 00:00:00+00:00,70880.0,,,,12.0,,02,14,1855,70880,70880,1869,70880,1,0,4a53edcc92d4933b52758f7d1e9113e02db0be80,0,0,0,0,0,,731545,0.008817720090293454,0.09689082694844472,0.0008543561913484474,0.0192,1200.0,575.0,0.0016403638873890192,0.0007860076960405717,0.00749063670411985,101.0,9890.0,0.010212335692618807,2.050454859236274e-05
2020-06-13,AK,654.0,71149.0,,12.0,,,,2.0,,405.0,A,6/13/2020 00:00,2020-06-13T00:00:00Z,06/12 20:00,12.0,,2020-06-13 00:00:00+00:00,71803.0,,,,12.0,,02,29,894,71803,71803,923,71803,0,0,dcf1f5066e0699857f3b66a2ceebbaca4a3ee356,0,0,0,0,0,,731545,0.009108254529755024,0.09815254017182812,0.0008939983186270154,0.01834862385321101,1200.0,546.0,0.0016403638873890192,0.0007463655687620037,0.0314192849404117,118.0,7902.0,0.014932928372563908,1.640363887389019e-05
2020-06-14,AK,661.0,72806.0,,11.0,,,,1.0,,411.0,A,6/14/2020 00:00,2020-06-14T00:00:00Z,06/13 20:00,12.0,,2020-06-14 00:00:00+00:00,73467.0,,,,12.0,,02,7,1657,73467,73467,1664,73467,0,0,88b8ba64d8f2cf3b1f559bc279378bf6719fd3ae,0,0,0,0,0,,731545,0.00899723685464222,0.10042717809567422,0.0009035671079701181,0.018154311649016642,1200.0,539.0,0.0016403638873890192,0.0007367967794189011,0.004206730769230769,117.0,8563.0,0.013663435711783254,1.5036668967732676e-05
2020-06-15,AK,664.0,73773.0,,21.0,,,,3.0,,417.0,A,6/15/2020 00:00,2020-06-15T00:00:00Z,06/14 20:00,12.0,,2020-06-15 00:00:00+00:00,74437.0,,,,12.0,,02,3,967,74437,74437,970,74437,0,0,78417a658c927debb9f25792671fed78534733f5,0,0,0,0,0,,731545,0.008920295014576085,0.10175313890464702,0.0009076680176885905,0.018072289156626505,1200.0,536.0,0.0016403638873890192,0.0007326958697004285,0.003092783505154639,101.0,8525.0,0.0118475073313783,2.8706368029307834e-05
2020-06-16,AK,676.0,75539.0,,22.0,,,,2.0,,429.0,A,6/16/2020 00:00,2020-06-16T00:00:00Z,06/15 20:00,12.0,,2020-06-16 00:00:00+00:00,76215.0,,,,12.0,,02,12,1766,76215,76215,1778,76215,0,0,7004ce963f705cee59380f638a0169f153ff2aaa,0,0,0,0,0,,731545,0.008869645082988913,0.10418361139779508,0.0009240716565624808,0.01775147928994083,1200.0,524.0,0.0016403638873890192,0.0007162922308265383,0.006749156355455568,103.0,9325.0,0.011045576407506702,3.0073337935465352e-05
2020-06-17,AK,696.0,77013.0,,23.0,,,,0.0,,438.0,A,6/17/2020 00:00,2020-06-17T00:00:00Z,06/16 20:00,12.0,,2020-06-17 00:00:00+00:00,77709.0,,,,12.0,,02,20,1474,77709,77709,1494,77709,0,0,2722d3b10cda85e3786f6aa24a89cf6319eac368,0,0,0,0,0,,731545,0.00895649152607806,0.10622586443759441,0.0009514110546856311,0.017241379310344827,1200.0,504.0,0.0016403638873890192,0.0006889528327033881,0.013386880856760375,103.0,9989.0,0.010311342476724397,3.1440307841622863e-05
2020-06-18,AK,708.0,80477.0,,18.0,,,,0.0,,449.0,A,6/18/2020 00:00,2020-06-18T00:00:00Z,06/17 20:00,12.0,,2020-06-18 00:00:00+00:00,81185.0,,,,12.0,,02,12,3464,81185,81185,3476,81185,0,0,df06fa5e2c3ea0dd86e5e761bf8e8464f8bbbf57,0,0,0,0,0,,731545,0.008720822812095831,0.11097745183139793,0.0009678146935595213,0.01694915254237288,1200.0,492.0,0.0016403638873890192,0.0006725491938294978,0.0034522439585730723,97.0,12174.0,0.007967800229998358,2.4605458310835286e-05
